event_id,event_name,event_type,timestamp,user_id,persona,src_ip,domain_name,city,country,os,user_agent,device_type,login_type,tls_version,records_accessed,query_complexity,is_admin_action,label,scenario,reconstruction_error,interestingness_score,reasons,is_interesting,src_ip_redacted,user_agent_redacted
evt_test_00233,DashboardView,data_access,2026-03-27T17:32:12+00:00,u_normal_sql_001,normal_sql_user,10.12.9.80,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,34,0,False,0,benign,0.12784162,45.78,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00234,SOQLQuery,query,2026-03-28T13:59:20+00:00,u_normal_sql_001,normal_sql_user,10.12.8.104,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,253,3,False,0,benign,0.10122618,38.41,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00235,SOQLQuery,query,2026-03-15T17:04:00+00:00,u_normal_sql_001,normal_sql_user,10.12.9.60,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,138,2,False,0,benign,0.11992286,43.69,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00236,SOQLQuery,query,2026-03-16T14:05:40+00:00,u_normal_sql_001,normal_sql_user,10.12.8.76,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,63,2,False,0,benign,0.097322635,37.25,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00237,Logout,auth,2026-03-17T14:46:54+00:00,u_normal_sql_001,normal_sql_user,10.12.8.19,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,20,0,False,0,benign,0.11237092,41.61,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00238,SOQLQuery,query,2026-03-18T09:00:45+00:00,u_normal_sql_001,normal_sql_user,10.12.8.184,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,160,4,False,0,benign,0.09555789,36.72,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00239,SOQLQuery,query,2026-03-19T10:47:49+00:00,u_normal_sql_001,normal_sql_user,10.12.9.192,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,207,3,False,0,benign,0.0923472,35.74,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00240,SOQLQuery,query,2026-03-20T15:29:32+00:00,u_normal_sql_001,normal_sql_user,10.12.9.19,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,297,6,False,0,benign,0.10887005,40.62,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00241,SOQLQuery,query,2026-03-21T16:00:02+00:00,u_normal_sql_001,normal_sql_user,10.12.8.67,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,117,2,False,0,benign,0.10924008,40.73,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00242,Logout,auth,2026-03-22T11:26:58+00:00,u_normal_sql_001,normal_sql_user,10.12.9.74,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.2,21,0,False,0,benign,0.13078511,46.54,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00243,Login,auth,2026-03-23T09:56:29+00:00,u_normal_sql_001,normal_sql_user,10.12.9.203,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.2,26,0,False,0,benign,0.13217935,46.9,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00244,SOQLQuery,query,2026-03-24T17:50:19+00:00,u_normal_sql_001,normal_sql_user,10.12.8.123,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,110,2,False,0,benign,0.09995362,38.03,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00245,Logout,auth,2026-03-25T11:34:22+00:00,u_normal_sql_001,normal_sql_user,10.12.8.90,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,2,0,False,0,benign,0.10421026,39.28,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00246,Login,auth,2026-03-26T08:09:45+00:00,u_normal_sql_001,normal_sql_user,10.12.9.28,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,32,0,False,0,benign,0.1073639,40.19,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00247,DashboardView,data_access,2026-03-27T10:40:52+00:00,u_normal_sql_001,normal_sql_user,10.12.9.24,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,33,0,False,0,benign,0.12489314,45.01,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00248,SOQLQuery,query,2026-03-28T14:44:53+00:00,u_normal_sql_001,normal_sql_user,10.12.9.86,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,229,4,False,0,benign,0.10114959,38.39,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00249,Logout,auth,2026-03-15T15:29:20+00:00,u_normal_sql_001,normal_sql_user,10.12.9.35,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,11,0,False,0,benign,0.1286837,46.0,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00250,SOQLQuery,query,2026-03-16T18:19:52+00:00,u_normal_sql_001,normal_sql_user,10.12.8.60,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.2,96,1,False,0,benign,0.13751498,48.23,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00251,SOQLQuery,query,2026-03-17T18:19:16+00:00,u_normal_sql_001,normal_sql_user,10.12.8.12,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,425,4,False,0,benign,0.102915466,38.91,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00252,Login,auth,2026-03-18T08:03:53+00:00,u_normal_sql_001,normal_sql_user,10.12.8.38,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,8,0,False,0,benign,0.11787529,43.13,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00253,Login,auth,2026-03-19T11:57:41+00:00,u_normal_sql_001,normal_sql_user,10.12.9.212,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,5,0,False,0,benign,0.115584746,42.5,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00254,DashboardView,data_access,2026-03-20T10:59:36+00:00,u_normal_sql_001,normal_sql_user,10.12.9.215,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.2,4,0,False,0,benign,0.12952638,46.22,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00255,Logout,auth,2026-03-21T12:28:56+00:00,u_normal_sql_001,normal_sql_user,10.12.8.13,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,18,0,False,0,benign,0.122720525,44.43,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00256,ConnectedAppOAuth,auth,2026-03-22T10:26:12+00:00,u_normal_sql_001,normal_sql_user,10.12.8.166,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,25,0,False,0,benign,0.10477572,39.45,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00257,SOQLQuery,query,2026-03-23T14:17:11+00:00,u_normal_sql_001,normal_sql_user,10.12.8.86,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,119,2,False,0,benign,0.085860156,33.71,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00258,Login,auth,2026-03-24T09:15:42+00:00,u_normal_sql_001,normal_sql_user,10.12.8.73,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,11,0,False,0,benign,0.10748683,40.23,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00259,ConnectedAppOAuth,auth,2026-03-25T17:20:51+00:00,u_normal_sql_001,normal_sql_user,10.12.9.238,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,16,0,False,0,benign,0.12500525,45.04,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00260,Logout,auth,2026-03-26T08:05:03+00:00,u_normal_sql_001,normal_sql_user,10.12.8.159,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,32,0,False,0,benign,0.115137555,42.38,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00261,ReportExport,data_access,2026-03-27T13:03:01+00:00,u_normal_sql_001,normal_sql_user,10.12.8.155,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,229,0,False,0,benign,0.119407155,43.55,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00262,Login,auth,2026-03-28T12:20:08+00:00,u_normal_sql_001,normal_sql_user,10.12.8.192,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,22,0,False,0,benign,0.1088855,40.63,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00263,SOQLQuery,query,2026-03-15T14:19:46+00:00,u_normal_sql_001,normal_sql_user,10.12.9.37,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,79,2,False,0,benign,0.110251516,41.02,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00264,ConnectedAppOAuth,auth,2026-03-16T11:40:36+00:00,u_normal_sql_001,normal_sql_user,10.12.8.132,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,40,0,False,0,benign,0.09947951,37.89,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00265,SOQLQuery,query,2026-03-17T18:40:46+00:00,u_normal_sql_001,normal_sql_user,10.12.9.119,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.2,119,3,False,0,benign,0.12740861,45.67,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00266,DashboardView,data_access,2026-03-18T14:28:46+00:00,u_normal_sql_001,normal_sql_user,10.12.9.47,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,4,0,False,0,benign,0.12477236,44.98,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00267,SOQLQuery,query,2026-03-19T17:41:48+00:00,u_normal_sql_001,normal_sql_user,10.12.8.46,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,104,2,False,0,benign,0.10638272,39.91,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00268,SOQLQuery,query,2026-03-20T09:04:21+00:00,u_normal_sql_001,normal_sql_user,10.12.8.232,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,183,2,False,0,benign,0.08423973,33.19,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00269,Login,auth,2026-03-21T18:10:38+00:00,u_normal_sql_001,normal_sql_user,10.12.9.45,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,28,0,False,0,benign,0.12853415,45.96,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00270,ConnectedAppOAuth,auth,2026-03-22T09:03:25+00:00,u_normal_sql_001,normal_sql_user,10.12.9.44,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,16,0,False,0,benign,0.11533408,42.43,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00271,SOQLQuery,query,2026-03-23T08:13:10+00:00,u_normal_sql_001,normal_sql_user,10.12.9.25,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.3,108,4,False,0,benign,0.110180296,41.0,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00272,SOQLQuery,query,2026-03-24T18:34:24+00:00,u_normal_sql_001,normal_sql_user,10.12.8.99,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.2,344,3,False,0,benign,0.118141256,43.2,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00273,SOQLQuery,query,2026-03-25T11:53:17+00:00,u_normal_sql_001,normal_sql_user,10.12.8.43,login.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,125,0,False,0,benign,0.08957181,34.88,{},False,10.12.x.x,Mozilla/x.y macOS Safari
evt_test_00274,ConnectedAppOAuth,auth,2026-03-26T14:34:43+00:00,u_normal_sql_001,normal_sql_user,10.12.9.151,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,34,0,False,0,benign,0.10278989,38.87,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00275,SOQLQuery,query,2026-03-27T15:11:10+00:00,u_normal_sql_001,normal_sql_user,10.12.8.211,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,desktop,Password,TLS1.2,137,3,False,0,benign,0.12409981,44.8,{},False,10.12.x.x,Mozilla/x.y Windows Chrome
evt_test_00276,Login,auth,2026-03-30T17:16:20+00:00,u_normal_sql_001,normal_sql_user,203.0.113.42,mycompany.my.salesforce.com,Moscow,RU,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.0,167,3,False,1,foreign_country_login,0.12027705,89.0,"{""unusual_city"": {""normal_values"": [""Chicago""], ""value"": ""Moscow""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""RU""}, ""unusual_os"": {""normal_values"": [""Windows"", ""macOS""], ""value"": ""Linux""}, ""unusual_tls_version"": {""normal_values"": [""TLS1.2"", ""TLS1.3""], ""value"": ""TLS1.0""}}",True,203.0.x.x,Mozilla/x.y Linux Firefox
evt_test_00277,BulkDataExport,data_export,2026-03-31T10:36:37+00:00,u_normal_sql_001,normal_sql_user,203.0.113.42,login.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,SSO,TLS1.3,6300,2,False,1,mass_export,1.0617132,99.38,"{""high_records_accessed"": {""normal_mean"": 117.7, ""normal_p95"": 349.4, ""normal_std"": 116.0, ""value"": 6300.0, ""z_score"": 53.3}, ""model_reconstruction_error"": {""ratio"": 6.35, ""threshold"": 0.167078, ""value"": 1.061713}}",True,203.0.x.x,Mozilla/x.y Windows Chrome
evt_test_00278,ConnectedAppOAuth,auth,2026-04-01T10:17:25+00:00,u_normal_sql_001,normal_sql_user,203.0.113.42,evil-connected-app.example,Unknown,Unknown,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,3,0,False,1,suspicious_oauth,0.101438716,100.0,"{""unusual_city"": {""normal_values"": [""Chicago""], ""value"": ""Unknown""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""Unknown""}, ""unusual_domain_name"": {""normal_values"": [""login.salesforce.com"", ""mycompany.my.salesforce.com""], ""value"": ""evil-connected-app.example""}, ""unusual_login_type"": {""normal_values"": [""Password"", ""SSO""], ""value"": ""OAuth""}}",True,203.0.x.x,Mozilla/x.y macOS Safari
evt_test_00279,Login,auth,2026-04-02T13:52:50+00:00,u_normal_sql_001,normal_sql_user,45.83.12.44,mycompany.my.salesforce.com,Moscow,RU,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.0,2,0,False,1,foreign_country_login,0.14624043,100.0,"{""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""45.83.12.44""}, ""unusual_city"": {""normal_values"": [""Chicago""], ""value"": ""Moscow""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""RU""}, ""unusual_os"": {""normal_values"": [""Windows"", ""macOS""], ""value"": ""Linux""}, ""unusual_tls_version"": {""normal_values"": [""TLS1.2"", ""TLS1.3""], ""value"": ""TLS1.0""}}",True,45.83.x.x,Mozilla/x.y Linux Firefox
evt_test_00280,BulkDataExport,data_export,2026-04-03T12:46:26+00:00,u_normal_sql_001,normal_sql_user,198.51.100.19,mycompany.my.salesforce.com,Chicago,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,6300,2,False,1,mass_export,1.0776368,99.43,"{""high_records_accessed"": {""normal_mean"": 117.7, ""normal_p95"": 349.4, ""normal_std"": 116.0, ""value"": 6300.0, ""z_score"": 53.3}, ""model_reconstruction_error"": {""ratio"": 6.45, ""threshold"": 0.167078, ""value"": 1.077637}}",True,198.51.x.x,Mozilla/x.y macOS Safari
evt_test_00281,ConnectedAppOAuth,auth,2026-04-04T16:25:08+00:00,u_normal_sql_001,normal_sql_user,185.199.108.77,evil-connected-app.example,Unknown,Unknown,Windows,Mozilla/5.0 Windows Chrome,desktop,OAuth,TLS1.3,20,0,False,1,suspicious_oauth,0.14291349,100.0,"{""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""185.199.108.77""}, ""unusual_city"": {""normal_values"": [""Chicago""], ""value"": ""Unknown""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""Unknown""}, ""unusual_domain_name"": {""normal_values"": [""login.salesforce.com"", ""mycompany.my.salesforce.com""], ""value"": ""evil-connected-app.example""}, ""unusual_login_type"": {""normal_values"": [""Password"", ""SSO""], ""value"": ""OAuth""}}",True,185.199.x.x,Mozilla/x.y Windows Chrome
evt_test_00282,Login,auth,2026-04-05T12:23:52+00:00,u_normal_sql_001,normal_sql_user,185.199.108.77,mycompany.my.salesforce.com,Moscow,RU,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.0,155,4,False,1,foreign_country_login,0.14244941,100.0,"{""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""185.199.108.77""}, ""unusual_city"": {""normal_values"": [""Chicago""], ""value"": ""Moscow""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""RU""}, ""unusual_os"": {""normal_values"": [""Windows"", ""macOS""], ""value"": ""Linux""}, ""unusual_tls_version"": {""normal_values"": [""TLS1.2"", ""TLS1.3""], ""value"": ""TLS1.0""}}",True,185.199.x.x,Mozilla/x.y Linux Firefox
evt_test_00283,BulkDataExport,data_export,2026-04-06T17:35:22+00:00,u_normal_sql_001,normal_sql_user,198.51.100.19,mycompany.my.salesforce.com,Chicago,US,Windows,Mozilla/5.0 Windows Chrome,laptop,Password,TLS1.3,6300,2,False,1,mass_export,1.0781648,99.43,"{""high_records_accessed"": {""normal_mean"": 117.7, ""normal_p95"": 349.4, ""normal_std"": 116.0, ""value"": 6300.0, ""z_score"": 53.3}, ""model_reconstruction_error"": {""ratio"": 6.45, ""threshold"": 0.167078, ""value"": 1.078165}}",True,198.51.x.x,Mozilla/x.y Windows Chrome
evt_test_00504,Logout,auth,2026-03-15T12:48:47+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.87,mycompany.my.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.3,31,0,False,0,benign,0.13398676,47.35,{},False,10.20.x.x,SalesforceMobileSDK iOS
evt_test_00505,Login,auth,2026-03-16T21:32:33+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.125,mycompany.my.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,29,0,False,0,benign,0.1295042,46.21,"{""login_hour_deviation"": {""circular_hour_distance"": 7.11, ""normal_mean_hour"": 13.89, ""value"": 21}}",False,10.20.x.x,Mozilla/x.y macOS Safari
evt_test_00506,Login,auth,2026-03-17T18:57:11+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.24,login.salesforce.com,Boston,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.3,6,0,False,0,benign,0.12157295,44.13,{},False,10.20.x.x,Mozilla/x.y macOS Safari
evt_test_00507,ConnectedAppOAuth,auth,2026-03-18T19:43:34+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.126,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.3,19,0,False,0,benign,0.14105336,49.1,{},False,10.20.x.x,SalesforceMobileSDK iOS
evt_test_00508,DashboardView,data_access,2026-03-19T22:41:21+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.153,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.3,15,0,False,0,benign,0.17044063,55.78,"{""login_hour_deviation"": {""circular_hour_distance"": 8.11, ""normal_mean_hour"": 13.89, ""value"": 22}, ""model_reconstruction_error"": {""ratio"": 1.02, ""threshold"": 0.167078, ""value"": 0.170441}}",False,10.20.x.x,SalesforceMobileSDK iOS
evt_test_00509,ConnectedAppOAuth,auth,2026-03-20T11:50:16+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.128,mycompany.my.salesforce.com,Austin,US,macOS,Mozilla/5.0 macOS Safari,mobile,OAuth,TLS1.3,20,0,False,0,benign,0.10942599,40.78,{},False,10.20.x.x,Mozilla/x.y macOS Safari
evt_test_00510,SOQLQuery,query,2026-03-21T11:39:59+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.187,mycompany.my.salesforce.com,San Francisco,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,96,1,False,0,benign,0.09244575,35.77,{},False,10.20.x.x,Mozilla/x.y macOS Safari
evt_test_00511,Logout,auth,2026-03-22T16:36:08+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.71,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,SSO,TLS1.2,3,0,False,0,benign,0.1504381,51.34,{},False,10.20.x.x,SalesforceMobileSDK iOS
evt_test_00512,DashboardView,data_access,2026-03-23T11:34:19+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.240,login.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.3,29,0,False,0,benign,0.12947945,46.2,{},False,10.20.x.x,SalesforceMobileSDK iOS
evt_test_00513,ConnectedAppOAuth,auth,2026-03-24T22:21:41+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.80,mycompany.my.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.3,35,0,False,0,benign,0.1617496,53.91,"{""login_hour_deviation"": {""circular_hour_distance"": 8.11, ""normal_mean_hour"": 13.89, ""value"": 22}}",False,172.16.x.x,SalesforceMobileSDK iOS
